"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_Allpub","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code","Garage_Attchd_Cars","Garage_Detchd_Cars","Garage_BuiltIn_Cars","Garage_Basment_Cars","OverallQuality_YearBuilt","TotalBSF_Bedrooms","KitchenQuality_KitchenAbvGr","TotalBSF_BasementCondition","ExteriorCondition_Code_OverallCondition","ExteriorCondition_YearBuilt","SalesQuarter","SalesQuarter_MoSold","QtrSold","QtrSold_MoSold"
"1282",1199,9100,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2001,"TA","TA",1212,"Y",0,1212,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,0,6,2009,178000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14007,3636,2,2424,10,4002,"Q2","Q2.6","2","2.6"
"740",334,8198,4,"Lvl","AllPub","FR3","Gtl","TwnhsE",7,5,2004,"TA","TA",1358,"Y",0,1358,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,30,7,2008,207000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14028,2716,2,2716,10,4008,"Q3","Q3.7","3","3.7"
"45",134,6853,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2001,"TA","TA",1267,"Y",0,1296,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,25,6,2009,220000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16008,2534,2,2534,10,4002,"Q2","Q2.6","2","2.6"
"332",978,4274,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2006,"TA","TA",1241,"Y",0,1241,1,1,1,"Gd",1,0,"Attchd",2,"Y",0,116,11,2007,199900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14042,1241,2,2482,10,4012,"Q4","Q4.11","4","4.11"
"281",831,11900,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,1957,"TA","TA",1392,"Y",0,1392,1,1,3,"TA",1,2,"Attchd",2,"Y",0,0,6,2008,166000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11742,4176,3,2784,10,3914,"Q2","Q2.6","2","2.6"
"91",270,7917,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1976,"Gd","Gd",1143,"Y",0,1113,1,1,3,"TA",1,1,"Attchd",1,"Y",0,30,5,2007,148000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,3,1,1,0,0,0,11856,3429,3,1143,7,1976,"Q2","Q2.5","2","2.5"
"653",197,9416,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2007,"TA","TA",1726,"Y",0,1726,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,138,9,2007,311872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,14049,5178,1,3452,10,4014,"Q3","Q3.9","3","3.9"
"138",392,12209,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",6,5,2001,"TA","TA",804,"Y",0,1961,2,1,3,"Gd",1,1,"BuiltIn",2,"Y",0,192,6,2009,215000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,1,0,0,2,0,12006,2412,2,1608,10,4002,"Q2","Q2.6","2","2.6"
"606",118,8536,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,5,2006,"TA","TA",1125,"Y",0,1125,1,1,2,"TA",1,0,"Attchd",2,"Y",0,64,4,2007,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,10030,2250,3,2250,10,4012,"Q2","Q2.4","2","2.4"
"1353",1310,7153,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1991,"TA","TA",1278,"Y",0,1294,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,51,6,2008,179200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,11946,3834,2,2556,10,3982,"Q2","Q2.6","2","2.6"
"425",1274,11512,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1959,"TA","TA",1019,"Y",0,1357,1,0,2,"Ex",1,1,"Basment",1,"Y",0,0,5,2008,177000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,1,1,0,0,0,1,11754,2038,1,2038,14,3918,"Q2","Q2.5","2","2.5"
"780",408,15576,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1915,"TA","TA",840,"Y",0,1680,2,0,4,"TA",1,0,"Attchd",1,"Y",0,0,3,2008,177000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,11490,3360,3,1680,14,3830,"Q1","Q1.3","1","1.3"
"1127",959,8450,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",1337,"Y",0,1337,2,0,3,"Gd",1,0,"Attchd",2,"Y",0,39,10,2007,185000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,4011,2,2674,10,4006,"Q4","Q4.10","4","4.10"
"839",495,5784,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1938,"TA","TA",190,"Y",0,886,1,0,2,"TA",1,0,"Attchd",1,"Y",0,20,12,2009,91300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9690,380,3,380,16,3876,"Q4","Q4.12","4","4.12"
"271",793,9920,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",7,5,1996,"TA","TA",1117,"Y",0,2013,2,1,3,"TA",1,1,"Attchd",2,"Y",0,130,6,2007,269790,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13972,3351,3,2234,10,3992,"Q2","Q2.6","2","2.6"
"595",103,7018,4,"Bnk","AllPub","Inside","Gtl","Duplex",5,5,1979,"Fa","NB",0,"Y",0,1535,2,0,4,"TA",2,0,"Attchd",2,"Y",0,0,6,2009,118964,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,4,3,1,2,0,0,0,9895,0,6,0,15,5937,"Q2","Q2.6","2","2.6"
"1208",1080,8775,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1994,"TA","TA",990,"Y",0,990,1,0,3,"TA",1,0,"Attchd",1,"Y",0,64,4,2007,126000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9970,2970,3,1980,10,3988,"Q2","Q2.4","2","2.4"
"1393",1377,6292,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,5,1930,"TA","TA",768,"N",0,790,1,0,2,"TA",1,0,"Detchd",1,"Y",0,141,4,2008,91000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,1,0,1,0,0,11580,1536,3,1536,10,3860,"Q2","Q2.4","2","2.4"
"167",493,15578,3,"Lvl","AllPub","Corner","Gtl","1Fam",6,5,2006,"TA","TA",728,"Y",0,1456,2,1,3,"TA",1,0,"Attchd",2,"Y",0,0,5,2006,172785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,12036,2184,3,1456,10,4012,"Q2","Q2.5","2","2.5"
"499",559,21872,2,"HLS","AllPub","FR2","Gtl","1Fam",7,5,1996,"TA","TA",729,"Y",0,1446,2,1,3,"TA",1,1,"Attchd",2,"Y",0,22,8,2008,175000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,13972,2187,3,1458,10,3992,"Q3","Q3.8","3","3.8"
"255",748,11700,3,"Lvl","AllPub","Corner","Gtl","1Fam",7,7,1880,"TA","Fa",1240,"N",0,2640,1,1,4,"Gd",1,1,"Detchd",4,"N",0,0,5,2009,265979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,4,0,0,13160,4960,2,3720,14,3760,"Q2","Q2.5","2","2.5"
"1000",759,2280,4,"Lvl","AllPub","Inside","Gtl","Twnhs",7,5,1999,"TA","TA",744,"Y",0,1501,2,1,3,"TA",1,0,"Detchd",2,"Y",0,0,8,2008,179400,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,13993,2232,3,1488,10,3998,"Q3","Q3.8","3","3.8"
"634",159,12552,4,"Lvl","AllPub","Corner","Gtl","1Fam",7,5,2004,"TA","TA",991,"Y",0,1947,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,136,5,2010,254900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14028,2973,2,1982,10,4008,"Q2","Q2.5","2","2.5"
"1348",1303,10120,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1994,"TA","TA",1165,"Y",0,2526,2,1,4,"Gd",1,1,"Attchd",3,"Y",0,78,12,2006,290000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,15952,4660,2,2330,10,3988,"Q4","Q4.12","4","4.12"
"902",604,3182,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2004,"TA","TA",600,"Y",0,1200,2,1,2,"Gd",1,0,"Detchd",2,"Y",0,172,6,2010,151000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,2,2,1,0,2,0,0,14028,1200,2,1200,10,4008,"Q2","Q2.6","2","2.6"
"71",207,13673,3,"Lvl","AllPub","CulDSac","Gtl","1Fam",5,5,1962,"Gd","TA",1140,"Y",0,1696,1,1,3,"TA",1,1,"Attchd",1,"Y",0,30,3,2007,143900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,3,1,1,0,0,0,9810,3420,3,2280,5,1962,"Q1","Q1.3","1","1.3"
"772",395,10134,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1940,"TA","TA",735,"Y",0,1034,1,0,2,"TA",1,0,"Detchd",1,"Y",0,39,7,2007,109000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9700,1470,3,1470,12,3880,"Q3","Q3.7","3","3.7"
"1269",1176,10678,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1992,"TA","TA",1683,"Y",0,2872,2,1,4,"Gd",1,1,"Attchd",2,"Y",0,33,4,2007,285000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,15936,6732,2,3366,10,3984,"Q2","Q2.4","2","2.4"
"776",400,8125,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2006,"TA","TA",1092,"Y",0,1550,2,0,2,"Gd",1,0,"Attchd",2,"Y",0,168,10,2009,241000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14042,2184,2,2184,10,4012,"Q4","Q4.10","4","4.10"
"437",1306,13173,3,"Lvl","AllPub","Corner","Gtl","1Fam",9,5,2006,"TA","TA",1652,"Y",0,1652,2,0,2,"Ex",1,2,"Attchd",2,"Y",0,102,11,2009,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,2,0,0,0,18054,3304,1,3304,10,4012,"Q4","Q4.11","4","4.11"
"1009",774,10150,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1958,"TA","TA",912,"Y",0,912,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,7,2007,114500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9790,1824,3,1824,10,3916,"Q3","Q3.7","3","3.7"
"1307",1235,8525,4,"Bnk","AllPub","Inside","Gtl","1Fam",5,6,1911,"TA","TA",940,"N",0,1964,1,1,4,"TA",1,0,"Attchd",0,"N",0,192,11,2008,130000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,3,3,0,0,0,0,9555,3760,3,1880,12,3822,"Q4","Q4.11","4","4.11"
"896",597,3600,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1910,"TA","TA",684,"N",0,1368,1,0,3,"TA",1,0,"Detchd",1,"N",0,158,10,2006,114504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,0,1,0,0,11460,2052,3,1368,14,3820,"Q4","Q4.10","4","4.10"
"936",647,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1950,"TA","NB",0,"Y",0,1048,1,0,3,"TA",1,0,"Detchd",2,"Y",0,27,7,2008,98300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,4,3,1,0,2,0,0,9750,0,3,0,10,3900,"Q3","Q3.7","3","3.7"
"750",354,8520,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,8,1928,"Gd","TA",624,"Y",0,720,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,5,2010,105900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,1,0,2,0,0,11568,1248,3,1248,8,1928,"Q2","Q2.5","2","2.5"
"1255",1148,12000,4,"Bnk","AllPub","Inside","Gtl","1Fam",7,7,1941,"TA","TA",704,"Y",0,1564,1,1,3,"Fa",1,1,"Attchd",1,"Y",0,0,7,2009,174500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,1,1,0,0,0,13587,2112,4,1408,14,3882,"Q3","Q3.7","3","3.7"
"412",1234,12160,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1959,"TA","TA",1188,"Y",0,1517.22206703911,1,0,3,"TA",1,0,"Attchd",2,"Y",0,0,5,2010,142000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,9795,3564,3,2376,10,3918,"Q2","Q2.5","2","2.5"
"1377",1350,5250,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,1872,"Gd","Fa",684,"N",205,2358,2,0,4,"TA",1,0,"Attchd",0,"Y",0,54,12,2008,122000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,0,0,0,0,14976,2736,3,2052,5,1872,"Q4","Q4.12","4","4.12"
"1325",1262,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1956,"TA","TA",1050,"Y",0,1050,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,6,2009,128900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9780,2100,3,2100,12,3912,"Q2","Q2.6","2","2.6"
"673",226,1680,4,"Lvl","AllPub","Inside","Gtl","Twnhs",5,5,1971,"TA","TA",630,"Y",0,1302,2,1,3,"TA",1,0,"Detchd",1,"Y",0,0,5,2009,112000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,9855,1890,3,1260,10,3942,"Q2","Q2.5","2","2.5"
"628",152,13891,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1710,"Y",0,1710,2,0,2,"Gd",1,1,"Attchd",3,"Y",0,102,1,2008,372402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,3,0,0,0,16056,3420,2,3420,10,4014,"Q1","Q1.1","1","1.1"
"46",135,10335,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1968,"TA","TA",1461,"Y",0,1721,2,1,3,"TA",1,1,"Attchd",2,"Y",0,96,7,2006,180000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,9840,4383,3,2922,12,3936,"Q3","Q3.7","3","3.7"
"1200",1070,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1949,"TA","TA",845,"Y",0,893,1,0,2,"Gd",1,0,"Detchd",2,"Y",0,0,5,2007,135000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,9745,1690,2,1690,14,3898,"Q2","Q2.5","2","2.5"
"531",1299,63887,1,"Bnk","AllPub","Corner","Gtl","1Fam",10,5,2008,"TA","TA",6110,"Y",0,5642,2,1,3,"Ex",1,3,"Attchd",2,"Y",480,292,1,2008,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,2,0,0,0,20080,18330,1,12220,10,4016,"Q1","Q1.1","1","1.1"
"1026",800,7200,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1937,"TA","TA",731,"Y",0,1768,1,1,3,"Gd",1,2,"Detchd",1,"Y",0,0,6,2007,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,0,1,0,0,9685,2193,2,1462,14,3874,"Q2","Q2.6","2","2.6"
"1356",1315,8190,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,6,1954,"TA","TA",948,"Y",0,948,1,0,3,"TA",1,1,"Detchd",1,"Y",0,36,10,2007,119000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,7816,2844,3,1896,12,3908,"Q4","Q4.10","4","4.10"
"992",741,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1910,"Gd","Fa",264,"Y",0,1432,2,0,2,"TA",1,0,"Detchd",2,"Y",0,0,5,2007,132000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,0,2,0,0,9550,528,3,792,7,1910,"Q2","Q2.5","2","2.5"
"220",655,10437,3,"Lvl","AllPub","Inside","Gtl","1Fam",8,6,1995,"Gd","TA",2109,"Y",0,2113,2,1,2,"Gd",1,1,"Attchd",3,"Y",0,46,8,2008,350000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,3,0,0,0,15960,4218,2,4218,6,1995,"Q3","Q3.8","3","3.8"
"692",249,11317,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",840,"Y",0,1668,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,68,9,2007,180000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,14021,2520,2,1680,10,4006,"Q3","Q3.9","3","3.9"
"222",666,11194,3,"Lvl","AllPub","Corner","Gtl","1Fam",8,5,2000,"TA","TA",1406,"Y",0,1936,2,1,3,"Gd",1,1,"Attchd",2,"Y",0,124,11,2006,230500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16000,4218,2,2812,10,4000,"Q4","Q4.11","4","4.11"
"836",491,2665,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",5,6,1976,"TA","TA",264,"Y",0,1304,1,1,3,"TA",1,1,"BuiltIn",1,"Y",0,24,6,2008,115000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2,3,1,0,0,1,0,9880,792,3,528,12,3952,"Q2","Q2.6","2","2.6"
"1012",779,8400,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1977,"TA","NB",0,"Y",0,2020,2,0,4,"TA",2,2,"Detchd",2,"Y",0,0,10,2007,144000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2,4,3,1,0,2,0,0,9885,0,6,0,10,3954,"Q4","Q4.10","4","4.10"
"1441",1446,8400,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1966,"TA","TA",814,"Y",0,1517.22206703911,1,0,3,"TA",1,0,"Detchd",1,"Y",0,0,5,2007,129000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,1,0,0,11796,2442,3,1628,10,3932,"Q2","Q2.5","2","2.5"
"122",351,7820,3,"Lvl","AllPub","Inside","Gtl","TwnhsE",9,5,2007,"TA","TA",1869,"Y",0,1869,2,0,2,"Ex",1,1,"Attchd",2,"Y",0,54,12,2007,318061,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,1,2,0,0,0,18063,3738,1,3738,10,4014,"Q4","Q4.12","4","4.12"
"331",977,5900,3,"Bnk","AllPub","Inside","Gtl","1Fam",4,7,1923,"TA","TA",440,"Y",0,869,1,0,2,"Fa",1,0,"Attchd",0,"Y",0,0,8,2006,85500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,4,1,0,0,0,0,7692,880,4,880,14,3846,"Q3","Q3.8","3","3.8"
"901",602,9000,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,6,1937,"Gd","TA",780,"Y",0,1375,1,1,3,"Gd",1,1,"Detchd",1,"P",0,162,12,2007,141000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,0,1,0,0,11622,2340,2,1560,6,1937,"Q4","Q4.12","4","4.12"
"502",665,20896,2,"Lvl","AllPub","CulDSac","Gtl","1Fam",8,5,2005,"TA","TA",2077,"Y",0,2097,1,1,1,"Ex",1,1,"Attchd",3,"Y",0,267,1,2006,423000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,16040,2077,1,4154,10,4010,"Q1","Q1.1","1","1.1"
"1022",796,8400,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1980,"TA","TA",650,"Y",0,1564,2,1,3,"TA",1,1,"Attchd",2,"Y",0,50,4,2010,171000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,2,0,0,0,11880,1950,3,1300,12,3960,"Q2","Q2.4","2","2.4"
"787",419,8160,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1940,"TA","TA",756,"N",0,1134,1,1,3,"TA",1,0,"Detchd",1,"P",0,0,4,2007,126000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,2,0,1,0,0,9700,2268,3,1512,12,3880,"Q2","Q2.4","2","2.4"
"1195",1063,13600,4,"Lvl","AllPub","Inside","Gtl","2fmCon",5,5,1900,"TA","TA",662,"N",0,2337,2,0,5,"TA",2,0,"Detchd",2,"Y",0,57,9,2007,90000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,2,3,1,0,2,0,0,9500,3310,6,1324,10,3800,"Q3","Q3.9","3","3.9"
"743",341,14191,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2002,"TA","TA",967,"Y",0,1908,2,1,4,"Gd",1,0,"Attchd",2,"Y",0,0,4,2010,202900,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,1,2,0,0,0,16016,3868,2,1934,10,4004,"Q2","Q2.4","2","2.4"
"1069",864,7931,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1959,"TA","TA",1148,"Y",0,1148,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,7,2009,132500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9795,3444,3,2296,10,3918,"Q3","Q3.7","3","3.7"
"829",480,5925,4,"Bnk","AllPub","Inside","Gtl","1Fam",4,7,1937,"TA","TA",907,"Y",0,1131,1,0,2,"TA",1,0,"Detchd",2,"Y",0,72,3,2007,89471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,7748,1814,3,1814,14,3874,"Q1","Q1.3","1","1.3"
"169",500,7535,3,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1958,"TA","TA",912,"Y",0,912,1,0,2,"TA",1,0,"Attchd",1,"Y",0,285,6,2007,120000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,3,1,1,0,0,0,9790,1824,3,1824,14,3916,"Q2","Q2.6","2","2.6"
"729",315,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,7,1925,"TA","Gd",728,"Y",0,1641,1,1,3,"Ex",1,1,"Detchd",2,"Y",0,0,8,2006,178000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,2,0,0,13475,2184,1,728,14,3850,"Q3","Q3.8","3","3.8"
"1218",1092,2160,4,"Lvl","AllPub","Inside","Gtl","Twnhs",7,5,1999,"TA","TA",600,"Y",0,1252,2,1,2,"Gd",1,0,"Detchd",2,"Y",0,48,3,2008,160000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,2,1,0,2,0,0,13993,1200,2,1200,10,3998,"Q1","Q1.3","1","1.3"
"561",46,7658,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",9,5,2005,"TA","TA",1752,"Y",0,1752,2,0,2,"Ex",1,1,"Attchd",2,"Y",0,82,2,2010,319900,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,1,2,0,0,0,18045,3504,1,3504,10,4010,"Q1","Q1.2","1","1.2"
"341",1004,11500,3,"Lvl","AllPub","Corner","Gtl","Duplex",5,6,1976,"TA","TA",1680,"Y",0,1680,2,0,4,"TA",2,0,"Detchd",2,"Y",0,0,6,2007,136905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,3,1,0,2,0,0,9880,6720,6,3360,12,3952,"Q2","Q2.6","2","2.6"
"1382",1360,16737,4,"Lvl","AllPub","FR3","Gtl","1Fam",9,5,2004,"TA","TA",1980,"Y",0,1980,2,0,3,"Ex",1,1,"Attchd",3,"Y",0,45,9,2006,315000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,0,0,0,18036,5940,1,3960,10,4008,"Q3","Q3.9","3","3.9"
"320",945,14375,3,"Lvl","NoSeWa","CulDSac","Gtl","1Fam",6,6,1958,"TA","TA",819,"Y",0,1344,1,0,3,"Gd",1,1,"Basment",2,"Y",0,118,1,2009,137500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,0,0,2,11748,2457,2,1638,12,3916,"Q1","Q1.1","1","1.1"
