"","Id","LotArea","LotShape","LandContour","Utilities","LotConfig","Slope","DwellClass","OverallQuality","OverallCondition","YearBuilt","ExteriorCondition","BasementCondition","TotalBSF","CentralAir","LowQualFinSF","LivingArea","FullBath","HalfBath","BedroomAbvGr","KitchenQuality","KitchenAbvGr","Fireplaces","GarageType","GarageCars","PavedDrive","PoolArea","OpenPorchSF","MoSold","YrSold","SalePrice","X","X.1","LandContour_HLS","LandContour_Low","LandContour_Lv1","Utilities_NoSewa","LotConfig_CulDSac","LotConfig_FR2","LotConfig_FR3","LotConfig_Inside","Slope_Mod","Slope_Sev","DwellClass_2fmCon","DwellClass_Duplex","DwellClass_Twnhs","DwellClass_TwnhsE","CentralAir_Y","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","LotShape_Code","ExteriorCondition_Code","BasementCondition_Code","KitchenQuality_Code","PavedDrive_Code"
"816",459,5100,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,7,1925,"Gd","TA",588,"Y",0,1666,1,0,3,"Gd",1,1,"Detchd",1,"Y",0,63,6,2008,161000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,2,1
"817",462,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,9,1936,"Gd","Gd",560,"Y",0,1135,1,0,3,"Gd",1,0,"Detchd",2,"Y",0,0,4,2009,155000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1,2,1
"818",465,8430,4,"HLS","AllPub","Inside","Mod","1Fam",5,5,1978,"TA","TA",1040,"Y",0,1040,2,0,3,"TA",1,0,"Attchd",0,"Y",0,0,8,2009,124000,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"819",466,3072,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2004,"TA","TA",1375,"Y",0,1414,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,20,5,2006,178740,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"820",467,10628,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1970,"Gd","Gd",1277,"Y",0,1277,1,0,2,"TA",1,1,"Attchd",2,"Y",0,0,4,2007,167000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,1,3,1
"821",468,9480,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1942,"TA","TA",728,"Y",0,1644,1,1,3,"Gd",1,2,"Attchd",1,"Y",0,0,6,2007,146500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"822",472,11952,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1977,"TA","TA",808,"Y",0,1969,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,11,2007,190000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"823",473,3675,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2005,"TA","TA",547,"Y",0,1072,1,0,2,"TA",1,0,"Basment",2,"Y",0,28,6,2008,148000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,NA,2,2,3,1
"824",475,5330,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",8,5,2000,"TA","TA",1494,"Y",0,1652,2,0,2,"Ex",1,0,"Attchd",2,"Y",0,48,8,2007,251000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,1,1
"825",476,8480,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1963,"TA","TA",970,"Y",0,970,1,0,2,"TA",1,0,"Detchd",2,"Y",0,24,7,2007,132500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"826",477,13125,4,"Lvl","AllPub","Inside","Mod","1Fam",6,5,1997,"TA","TA",1478,"Y",0,1493,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,39,4,2008,208900,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"827",478,13693,4,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2006,"TA","TA",2153,"Y",0,2643,2,1,3,"Ex",1,1,"BuiltIn",3,"Y",0,84,3,2007,380000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,1,1
"828",479,10637,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2007,"TA","TA",1705,"Y",0,1718,2,0,3,"Gd",1,1,"Attchd",3,"Y",0,44,9,2009,297000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"829",480,5925,4,"Bnk","AllPub","Inside","Gtl","1Fam",4,7,1937,"TA","TA",907,"Y",0,1131,1,0,2,"TA",1,0,"Detchd",2,"Y",0,72,3,2007,89471,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"830",483,2500,4,"Lvl","AllPub","Corner","Gtl","1Fam",7,8,1915,"TA","TA",910,"Y",0,1826,1,1,4,"Ex",1,1,"Attchd",1,"Y",0,0,6,2009,155000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"831",484,4500,4,"Lvl","AllPub","FR2","Gtl","Twnhs",6,5,1998,"TA","TA",1216,"Y",0,1216,2,0,2,"TA",1,0,"Attchd",2,"Y",0,125,5,2006,164000,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,2,2,3,1
"832",486,9600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1950,"TA","TA",1113,"Y",0,1113,1,0,3,"Gd",1,1,"Attchd",1,"Y",0,80,7,2009,147000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"833",487,10289,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1965,"TA","TA",1073,"Y",0,1073,1,1,3,"TA",1,0,"Attchd",2,"Y",0,0,6,2007,156000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"834",489,10800,4,"Lvl","AllPub","Corner","Gtl","2fmCon",5,4,1900,"Fa","Fa",954,"N",0,2414,2,0,3,"TA",2,1,"Attchd",2,"N",0,0,5,2006,160000,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,3,3,3,3
"835",490,1526,4,"Lvl","AllPub","Inside","Gtl","Twnhs",4,8,1970,"Gd","TA",630,"Y",0,630,1,0,1,"Gd",1,0,"Attchd",1,"Y",0,0,5,2009,86000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,1,2,2,1
"836",491,2665,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",5,6,1976,"TA","TA",264,"Y",0,1304,1,1,3,"TA",1,1,"BuiltIn",1,"Y",0,24,6,2008,115000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,NA,2,2,3,1
"837",492,9490,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1941,"TA","TA",806,"Y",0,1578,1,0,3,"Fa",1,2,"Attchd",1,"Y",0,0,8,2006,133000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,4,1
"838",494,7931,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1960,"TA","TA",1269,"Y",0,1269,1,1,3,"TA",1,1,"Detchd",1,"Y",0,0,6,2008,155000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"839",495,5784,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1938,"TA","TA",190,"Y",0,886,1,0,2,"TA",1,0,"Attchd",1,"Y",0,20,12,2009,91300,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"840",496,7879,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1920,"TA","TA",720,"N",0,720,1,0,2,"TA",1,0,"Attchd",0,"N",0,523,11,2009,34900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,2,2,3,3
"841",498,9120,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,6,1925,"Gd","TA",1026,"Y",0,1820,2,0,4,"TA",1,0,"Detchd",1,"N",0,100,6,2008,184000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,3
"842",499,7800,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1967,"TA","TA",864,"Y",0,899,1,0,3,"Gd",1,0,"Attchd",1,"Y",0,0,6,2009,130000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"843",501,1890,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,5,1973,"TA","TA",672,"Y",0,1218,1,1,3,"TA",1,0,"Detchd",1,"Y",0,28,5,2007,113000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,NA,2,2,3,1
"844",502,9803,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2005,"TA","TA",866,"Y",0,1768,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,108,2,2008,226700,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"845",503,9170,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,7,1965,"TA","TA",1214,"Y",0,1214,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,140000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"846",505,2308,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,1974,"TA","TA",855,"Y",0,1322,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,6,2009,147000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"847",506,7596,4,"Lvl","AllPub","Inside","Gtl","Duplex",5,5,1952,"TA","TA",960,"Y",0,1960,2,0,4,"TA",2,0,"Detchd",2,"N",0,0,7,2009,124500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,NA,2,2,3,3
"848",510,9600,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,6,1959,"TA","TA",1041,"Y",0,1041,1,0,3,"TA",1,0,"Attchd",1,"Y",0,88,7,2009,124500,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"849",511,14559,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1951,"TA","TA",1008,"Y",0,1363,1,0,2,"TA",1,2,"CarPort",1,"Y",0,42,6,2009,164900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,NA,2,2,3,1
"850",513,9100,4,"Lvl","AllPub","Corner","Gtl","1Fam",5,5,1958,"TA","TA",864,"Y",0,864,1,0,3,"TA",1,0,"Detchd",2,"Y",0,0,7,2006,129900,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"851",514,9187,4,"Bnk","AllPub","Corner","Gtl","1Fam",6,5,1983,"Gd","TA",1084,"Y",0,1080,1,1,3,"TA",1,0,"Attchd",2,"Y",0,0,6,2007,134000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,1,2,3,1
"852",515,10594,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1926,"TA","TA",768,"N",0,789,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,6,2007,96500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,3,1
"853",516,12220,4,"Lvl","AllPub","Inside","Gtl","1Fam",10,5,2009,"TA","TA",2006,"Y",0,2020,2,1,3,"Ex",1,1,"Attchd",3,"Y",0,54,9,2009,402861,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"854",520,10918,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,9,1926,"TA","TA",1276,"Y",0,2080,1,1,3,"Gd",1,2,"Detchd",1,"Y",0,0,6,2009,234000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"855",521,10800,4,"Lvl","AllPub","Inside","Gtl","2fmCon",4,7,1900,"TA","NB",0,"N",0,1294,2,0,3,"TA",2,0,"Attchd",0,"N",0,114,8,2008,106250,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,2,4,3,3
"856",523,5000,4,"Lvl","AllPub","Corner","Gtl","1Fam",6,7,1947,"Gd","TA",1004,"Y",0,1664,2,0,3,"TA",1,2,"Detchd",2,"Y",0,24,10,2006,159000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"857",526,7500,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2005,"TA","TA",1257,"Y",0,1266,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,144,4,2006,176000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"858",527,13300,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1956,"TA","TA",928,"Y",0,928,1,0,2,"TA",1,0,"Attchd",1,"Y",0,0,6,2007,132000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"859",531,10200,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,5,1988,"TA","TA",1461,"Y",0,1509,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,0,8,2008,175000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"860",533,7200,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1955,"TA","NB",0,"Y",0,827,1,0,2,"TA",1,1,"Detchd",1,"Y",0,0,4,2010,107500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,4,3,1
"861",534,5000,4,"Low","AllPub","Inside","Mod","1Fam",1,3,1946,"Fa","NB",0,"N",0,334,1,0,1,"Fa",1,0,"Attchd",0,"N",0,0,1,2007,39300,NA,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,NA,3,4,4,3
"862",536,7000,4,"Lvl","AllPub","Inside","Gtl","2fmCon",5,7,1910,"TA","TA",1117,"Y",0,1347,1,0,3,"TA",1,0,"Attchd",0,"N",0,0,1,2008,107500,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,NA,2,2,3,3
"863",540,11423,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2001,"TA","TA",1581,"Y",0,1601,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,0,5,2010,272000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"864",541,14601,4,"Lvl","AllPub","Inside","Gtl","1Fam",9,5,2006,"TA","TA",1838,"Y",0,1838,2,0,2,"Ex",1,1,"Attchd",3,"Y",0,68,3,2009,315000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"865",542,11000,4,"Lvl","AllPub","FR2","Gtl","1Fam",8,5,2000,"TA","TA",969,"Y",0,2285,2,1,4,"Gd",1,1,"BuiltIn",3,"Y",0,56,6,2007,248000,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"866",543,10140,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,1998,"TA","TA",1650,"Y",0,1680,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,73,6,2009,213250,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"867",544,4058,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,1998,"TA","TA",723,"Y",0,767,1,0,1,"TA",1,0,"Attchd",1,"Y",0,40,6,2007,133000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"868",548,7244,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,7,1970,"Gd","TA",768,"Y",0,768,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,4,2007,129500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,3,1
"869",550,9375,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",912,"Y",0,2094,2,1,4,"Gd",1,1,"BuiltIn",2,"Y",0,182,11,2009,263000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"870",551,4043,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,6,1977,"TA","TA",1069,"Y",0,1069,2,0,2,"TA",1,0,"Attchd",2,"Y",0,55,10,2008,140000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,3,1
"871",552,6000,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1957,"TA","TA",928,"Y",0,928,1,0,3,"TA",1,0,"Attchd",1,"Y",0,0,6,2008,112500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"872",554,8777,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,5,1949,"TA","NB",0,"Y",0,1126,2,0,2,"Gd",1,0,"Detchd",2,"N",0,96,5,2009,108000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,4,2,3
"873",555,10625,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2003,"TA","TA",998,"Y",0,2046,2,1,3,"Gd",1,1,"BuiltIn",3,"Y",0,62,8,2008,284000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,2,1
"874",556,6380,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1922,"TA","Fa",993,"Y",0,1048,1,0,2,"TA",1,1,"Detchd",1,"Y",0,0,8,2006,113000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,3,3,1
"875",558,11040,4,"Low","AllPub","Inside","Mod","1Fam",4,6,1920,"TA","TA",637,"Y",0,1336,1,1,3,"TA",1,0,"CarPort",1,"Y",0,47,9,2006,108000,NA,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,NA,2,2,3,1
"876",560,3196,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2003,"TA","TA",1374,"Y",0,1557,2,0,2,"Gd",1,1,"Attchd",2,"Y",0,20,10,2006,234000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"877",562,10010,4,"Lvl","AllPub","Inside","Mod","1Fam",5,5,1974,"TA","TA",1389,"Y",0,1389,1,0,2,"TA",1,1,"Attchd",2,"Y",0,38,4,2006,170000,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"878",563,13907,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1940,"TA","TA",996,"Y",0,996,1,0,3,"TA",1,1,"Attchd",0,"Y",0,0,7,2008,108000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,3,1
"879",564,21780,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1918,"TA","TA",1163,"Y",0,1674,2,0,4,"TA",1,1,"Detchd",2,"N",0,36,7,2008,185000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,3
"880",566,6858,4,"Bnk","AllPub","Corner","Gtl","1Fam",6,4,1915,"TA","TA",806,"N",0,1647,1,1,4,"Fa",1,0,"Detchd",1,"Y",0,66,5,2010,128000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,4,1
"881",572,7332,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,6,1959,"TA","TA",864,"Y",0,864,1,0,2,"Gd",1,0,"Attchd",1,"Y",0,0,10,2006,120000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"882",575,10500,4,"Lvl","AllPub","FR2","Gtl","1Fam",5,7,1971,"TA","TA",372,"Y",0,1109,1,0,3,"TA",1,0,"BuiltIn",1,"Y",0,0,12,2007,139000,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,3,1
"883",576,8480,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1947,"TA","TA",832,"Y",0,1216,1,0,2,"TA",1,0,"Detchd",1,"Y",0,0,10,2008,118500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"884",577,6292,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,7,1928,"TA","TA",861,"Y",0,1477,2,0,3,"TA",1,1,"Detchd",1,"Y",0,50,8,2009,145000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,1
"885",579,3604,4,"Lvl","AllPub","Corner","Gtl","TwnhsE",7,5,2007,"TA","TA",689,"Y",0,1392,2,0,2,"Gd",1,0,"Detchd",2,"Y",0,102,2,2008,146000,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,NA,2,2,2,1
"886",580,12150,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,5,1954,"TA","TA",1050,"N",0,1795,2,0,4,"TA",1,0,"Attchd",1,"Y",0,0,11,2008,131500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,NA,2,2,3,1
"887",582,12704,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2008,"TA","TA",2042,"Y",0,2042,2,1,3,"Ex",1,1,"Attchd",3,"Y",0,90,8,2009,253293,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,1,1
"888",583,11841,4,"Lvl","AllPub","Inside","Gtl","Duplex",6,5,1990,"Gd","TA",816,"Y",0,816,1,0,3,"TA",1,0,"Attchd",0,"Y",0,32,5,2007,118500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,NA,1,2,3,1
"889",585,6120,4,"Lvl","AllPub","Inside","Gtl","1Fam",4,7,1935,"TA","TA",884,"Y",0,1573,1,0,3,"Gd",1,0,"Detchd",1,"Y",0,0,7,2009,133000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,2,1
"890",586,11443,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1868,"Y",0,2028,2,0,2,"Gd",1,2,"Attchd",3,"Y",0,66,3,2006,369900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"891",587,10267,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1918,"Gd","Gd",816,"Y",0,838,1,0,2,"Fa",1,0,"Detchd",1,"N",0,0,5,2008,130000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1,4,3
"892",590,9100,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,6,1930,"TA","TA",742,"Y",156,935,1,0,2,"TA",1,0,"Detchd",1,"P",0,0,8,2008,79500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,2,2,3,2
"893",591,8320,4,"Lvl","AllPub","Inside","Gtl","1Fam",7,5,2004,"TA","TA",770,"Y",0,1582,2,1,3,"Gd",1,0,"Attchd",2,"Y",0,45,9,2008,185900,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"894",593,6600,4,"Lvl","AllPub","Inside","Gtl","1Fam",5,8,1982,"Gd","Gd",816,"Y",0,816,1,0,2,"TA",1,0,"Detchd",2,"Y",0,0,6,2008,138000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,1,3,1
"895",594,4435,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",6,5,2003,"TA","TA",848,"Y",0,848,1,0,1,"Gd",1,0,"Attchd",2,"Y",0,0,5,2009,140000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"896",597,3600,4,"Lvl","AllPub","Inside","Gtl","1Fam",6,7,1910,"TA","TA",684,"N",0,1368,1,0,3,"TA",1,0,"Detchd",1,"N",0,158,10,2006,114504,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,2,3,3
"897",598,3922,4,"Lvl","AllPub","Inside","Gtl","TwnhsE",7,5,2006,"TA","TA",1258,"Y",0,1402,0,2,2,"Gd",1,1,"Attchd",3,"Y",0,16,2,2007,194201,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,2,2,1
"898",599,12984,4,"Bnk","AllPub","Inside","Gtl","1Fam",5,6,1977,"TA","TA",1430,"Y",0,1647,2,0,3,"Gd",1,1,"Attchd",2,"Y",0,0,3,2006,217500,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,NA,2,2,2,1
"899",600,1950,4,"Lvl","AllPub","Inside","Gtl","Twnhs",6,6,1980,"Gd","TA",716,"Y",0,1556,2,1,3,"TA",1,1,"Attchd",2,"Y",0,0,7,2008,151000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,1,2,3,1
"900",601,10927,4,"Lvl","AllPub","Inside","Gtl","1Fam",8,5,2005,"TA","TA",1058,"Y",0,1904,2,1,3,"Ex",1,1,"BuiltIn",2,"Y",0,60,6,2006,275000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,NA,2,2,1,1
"901",602,9000,4,"Bnk","AllPub","Inside","Gtl","1Fam",6,6,1937,"Gd","TA",780,"Y",0,1375,1,1,3,"Gd",1,1,"Detchd",1,"P",0,162,12,2007,141000,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,NA,1,2,2,2
